origin_city,origin_iata,destination_city,destination_iata,flight_duration_hr,airline,stops,class,estimated_price_usd,estimated_price_eur
Beijing,PEK,Luxembourg,LUX,11.2,Singapore Airlines,Directo,Primera Clase,1115.86,1026.59
Beijing,PEK,Madrid,MAD,3.3,Delta,1 escala,Económica Premium,572.25,526.47
Beijing,PEK,Manama,BAH,14.4,Turkish Airlines,1 escala,Primera Clase,1883.33,1732.66
Beijing,PEK,Manama,BAH,16.6,Delta,2 escalas,Económica,722.12,664.35
Beijing,PEK,Manama,BAH,4.8,Emirates,1 escala,Business,1512.16,1391.19
Beijing,PEK,Manila,MNL,13.6,Qatar Airways,Directo,Económica Premium,595.58,547.93
Beijing,PEK,Manila,MNL,1.6,Turkish Airlines,1 escala,Económica,358.26,329.6
Beijing,PEK,Medellín,MDE,2.4,Singapore Airlines,2 escalas,Económica Premium,1450.36,1334.33
Beijing,PEK,Medellín,MDE,1.6,Lufthansa,2 escalas,Económica Premium,786.85,723.9
Beijing,PEK,Medellín,MDE,10.6,British Airways,Directo,Primera Clase,2870.39,2640.76
Beijing,PEK,Medellín,MDE,9.1,Lufthansa,Directo,Económica Premium,141.1,129.81
Beijing,PEK,Melbourne,MEL,8.6,British Airways,1 escala,Business,199.88,183.89
Beijing,PEK,Melbourne,MEL,11.3,Emirates,2 escalas,Económica Premium,1079.01,992.69
Beijing,PEK,Melbourne,MEL,2.5,Air France,Directo,Business,394.66,363.09
Beijing,PEK,Monaco,NCE,10.6,Turkish Airlines,1 escala,Business,745.18,685.57
Beijing,PEK,Montreal,YUL,5.8,American Airlines,Directo,Primera Clase,401.76,369.62
Beijing,PEK,Mumbai,BOM,3.0,Turkish Airlines,1 escala,Económica Premium,219.31,201.77
Beijing,PEK,Mykonos,JMK,11.4,United,2 escalas,Business,2484.56,2285.8
Beijing,PEK,Mykonos,JMK,4.3,Emirates,Directo,Primera Clase,1745.19,1605.57
Beijing,PEK,Mykonos,JMK,7.2,Turkish Airlines,1 escala,Económica Premium,1271.6,1169.87
Beijing,PEK,Mykonos,JMK,6.9,Delta,1 escala,Primera Clase,2143.16,1971.71
Beijing,PEK,Mykonos,JMK,6.6,Aeroméxico,1 escala,Primera Clase,3101.06,2852.98
Beijing,PEK,Nairobi,NBO,7.5,Turkish Airlines,2 escalas,Económica Premium,785.75,722.89
Beijing,PEK,New Delhi,DEL,10.7,British Airways,2 escalas,Business,1592.17,1464.8
Beijing,PEK,New Delhi,DEL,10.3,Aeroméxico,1 escala,Económica,168.19,154.73
Beijing,PEK,Nueva York,NYC,9.3,American Airlines,2 escalas,Económica,1029.18,946.85
Beijing,PEK,Nueva York,NYC,7.9,LATAM,2 escalas,Primera Clase,1758.09,1617.44
Beijing,PEK,Osaka,KIX,2.0,Delta,Directo,Business,999.27,919.33
Beijing,PEK,Oslo,OSL,1.9,United,1 escala,Económica Premium,292.18,268.81
Beijing,PEK,Oslo,OSL,15.6,Turkish Airlines,Directo,Primera Clase,3853.49,3545.21
Beijing,PEK,Ottawa,YOW,12.3,United,Directo,Económica Premium,1154.43,1062.08
Beijing,PEK,Panama City,PTY,16.7,Delta,2 escalas,Business,1038.96,955.84
Beijing,PEK,Perth,PER,9.0,Turkish Airlines,Directo,Económica Premium,424.12,390.19
Beijing,PEK,Perth,PER,6.3,Aeroméxico,Directo,Business,1039.24,956.1
Beijing,PEK,Punta Cana,PUJ,14.6,British Airways,Directo,Económica,1127.02,1036.86
Beijing,PEK,Punta Cana,PUJ,2.0,British Airways,1 escala,Primera Clase,3197.16,2941.39
Beijing,PEK,Quebec,YQB,3.8,British Airways,1 escala,Económica Premium,326.24,300.14
Beijing,PEK,Quebec,YQB,3.0,Turkish Airlines,2 escalas,Económica Premium,366.56,337.24
Beijing,PEK,Quito,UIO,9.1,British Airways,2 escalas,Económica Premium,282.39,259.8
Beijing,PEK,Reykjavik,KEF,3.1,Aeroméxico,2 escalas,Económica,396.13,364.44
Beijing,PEK,Riga,RIX,6.1,Aeroméxico,1 escala,Económica,1839.73,1692.55
Beijing,PEK,Riga,RIX,5.9,Qatar Airways,Directo,Primera Clase,302.21,278.03
Beijing,PEK,Río de Janeiro,GIG,8.1,American Airlines,Directo,Primera Clase,465.93,428.66
Beijing,PEK,Río de Janeiro,GIG,9.9,Aeroméxico,Directo,Business,2484.38,2285.63
Beijing,PEK,San Juan,SJU,4.4,United,Directo,Business,1259.28,1158.54
Beijing,PEK,San Juan,SJU,13.2,Delta,2 escalas,Económica,465.19,427.97
Beijing,PEK,San Juan,SJU,13.2,Lufthansa,1 escala,Business,872.84,803.01
Beijing,PEK,San Juan,SJU,10.4,British Airways,1 escala,Económica,664.56,611.4
Beijing,PEK,San Marino,RMI,15.8,LATAM,2 escalas,Primera Clase,1559.42,1434.67
Beijing,PEK,Santiago,SCL,2.1,LATAM,2 escalas,Económica Premium,731.0,672.52
Beijing,PEK,Shanghai,PVG,3.5,American Airlines,Directo,Económica,558.9,514.19
Beijing,PEK,Singapore,SIN,6.6,American Airlines,2 escalas,Business,1669.18,1535.65
Beijing,PEK,Singapore,SIN,9.3,Singapore Airlines,2 escalas,Económica Premium,1247.58,1147.77
Beijing,PEK,Singapore,SIN,2.0,Delta,Directo,Económica Premium,467.32,429.93
Beijing,PEK,Sydney,SYD,8.4,Lufthansa,1 escala,Económica,716.93,659.58
Beijing,PEK,Sydney,SYD,15.5,Lufthansa,1 escala,Business,2084.69,1917.91
Beijing,PEK,São Paulo,GRU,4.4,Qatar Airways,2 escalas,Business,1755.05,1614.65
Beijing,PEK,São Paulo,GRU,7.3,Turkish Airlines,1 escala,Económica,1071.66,985.93
Beijing,PEK,São Paulo,GRU,4.6,Turkish Airlines,Directo,Business,2134.89,1964.1
Beijing,PEK,Tallinn,TLL,14.1,Emirates,1 escala,Primera Clase,1975.61,1817.56
Beijing,PEK,Teherán,THR,13.6,Air France,2 escalas,Económica,286.25,263.35
Beijing,PEK,Teherán,THR,15.8,LATAM,Directo,Económica Premium,430.56,396.12
Beijing,PEK,Toronto,YYZ,7.8,Lufthansa,1 escala,Primera Clase,135.68,124.83
Beijing,PEK,Túnez,TUN,17.9,LATAM,1 escala,Económica Premium,1914.34,1761.19
Beijing,PEK,Valletta,MLA,14.7,Emirates,Directo,Business,421.63,387.9
Beijing,PEK,Vilnius,VNO,8.8,British Airways,1 escala,Económica,1929.35,1775.0
Beijing,PEK,Vilnius,VNO,12.0,Air France,Directo,Económica,993.8,914.3
Beijing,PEK,Wellington,WLG,16.0,American Airlines,2 escalas,Business,526.04,483.96
Beijing,PEK,Wellington,WLG,7.0,American Airlines,2 escalas,Económica,108.26,99.6
Beijing,PEK,Zurich,ZRH,2.8,Aeroméxico,Directo,Primera Clase,743.43,683.96
Shanghai,PVG,Accra,ACC,15.2,Qatar Airways,2 escalas,Económica Premium,1451.69,1335.55
Shanghai,PVG,Accra,ACC,13.8,Emirates,Directo,Business,597.59,549.78
Shanghai,PVG,Adís Abeba,ADD,2.3,United,1 escala,Primera Clase,469.55,431.99
Shanghai,PVG,Amman,AMM,11.5,Emirates,Directo,Business,1731.95,1593.39
Shanghai,PVG,Amsterdam,AMS,13.5,United,Directo,Primera Clase,1163.2,1070.14
Shanghai,PVG,Anchorage,ANC,15.4,Emirates,2 escalas,Business,1048.33,964.46
Shanghai,PVG,Anchorage,ANC,16.4,Aeroméxico,Directo,Business,859.33,790.58
Shanghai,PVG,Andorra la Vella,LEU,15.5,Emirates,2 escalas,Business,143.62,132.13
Shanghai,PVG,Andorra la Vella,LEU,7.9,British Airways,2 escalas,Primera Clase,366.83,337.48
Shanghai,PVG,Andorra la Vella,LEU,8.0,LATAM,2 escalas,Primera Clase,2912.77,2679.75
Shanghai,PVG,Argel,ALG,12.4,Turkish Airlines,Directo,Económica,299.63,275.66
Shanghai,PVG,Auckland,AKL,17.6,Emirates,2 escalas,Primera Clase,420.92,387.25
Shanghai,PVG,Bagdad,BGW,2.2,Air France,1 escala,Económica,1135.9,1045.03
Shanghai,PVG,Bagdad,BGW,13.3,Turkish Airlines,1 escala,Business,2124.83,1954.84
Shanghai,PVG,Bangalore,BLR,12.1,Lufthansa,Directo,Económica,462.12,425.15
Shanghai,PVG,Bangkok,BKK,9.3,Delta,Directo,Económica Premium,184.16,169.43
Shanghai,PVG,Beijing,PEK,14.5,American Airlines,1 escala,Económica,219.68,202.11
Shanghai,PVG,Beijing,PEK,8.8,American Airlines,1 escala,Primera Clase,3399.69,3127.71
Shanghai,PVG,Beirut,BEY,11.9,Singapore Airlines,2 escalas,Business,1332.32,1225.73
Shanghai,PVG,Bogotá,BOG,15.6,United,Directo,Económica,1669.93,1536.34
Shanghai,PVG,Bogotá,BOG,16.0,American Airlines,2 escalas,Económica,801.73,737.59
Shanghai,PVG,Bogotá,BOG,17.5,Emirates,Directo,Primera Clase,3360.46,3091.62
Shanghai,PVG,Brisbane,BNE,12.2,Lufthansa,Directo,Business,175.06,161.06
Shanghai,PVG,Brisbane,BNE,12.6,Aeroméxico,1 escala,Primera Clase,1541.27,1417.97
Shanghai,PVG,Brisbane,BNE,8.8,Air France,2 escalas,Primera Clase,4079.62,3753.25
Shanghai,PVG,Budapest,BUD,8.8,Turkish Airlines,Directo,Business,1763.25,1622.19
Shanghai,PVG,Cairo,CAI,4.4,Lufthansa,2 escalas,Primera Clase,1033.47,950.79
Shanghai,PVG,Cairo,CAI,10.4,Delta,Directo,Económica,143.6,132.11
Shanghai,PVG,Cairo,CAI,14.1,Qatar Airways,1 escala,Económica,829.6,763.23
Shanghai,PVG,Calgary,YYC,7.3,Lufthansa,2 escalas,Business,509.0,468.28
Shanghai,PVG,Cape Town,CPT,7.2,LATAM,Directo,Económica Premium,281.46,258.94
Shanghai,PVG,Caracas,CCS,5.9,Delta,Directo,Económica,774.16,712.23
Shanghai,PVG,Caracas,CCS,10.5,American Airlines,2 escalas,Económica Premium,312.34,287.35
Shanghai,PVG,Caracas,CCS,9.6,Lufthansa,2 escalas,Business,1455.83,1339.36
Shanghai,PVG,Caracas,CCS,5.0,Emirates,1 escala,Primera Clase,3650.8,3358.74
Shanghai,PVG,Caracas,CCS,10.5,British Airways,1 escala,Económica,418.22,384.76
Shanghai,PVG,Caracas,CCS,12.0,Singapore Airlines,2 escalas,Económica Premium,744.57,685.0
Shanghai,PVG,Caracas,CCS,3.3,LATAM,2 escalas,Económica,690.44,635.2
Shanghai,PVG,Casablanca,CMN,4.4,LATAM,Directo,Business,134.15,123.42
Shanghai,PVG,Chennai,MAA,15.3,Qatar Airways,Directo,Económica Premium,775.3,713.28
Shanghai,PVG,Chennai,MAA,14.5,Air France,2 escalas,Primera Clase,2269.41,2087.86
Shanghai,PVG,Chicago,ORD,13.3,British Airways,1 escala,Primera Clase,2230.29,2051.87
Shanghai,PVG,Copenhague,CPH,17.2,Turkish Airlines,Directo,Económica,821.02,755.34
Shanghai,PVG,Doha,DOH,7.1,Qatar Airways,2 escalas,Business,823.62,757.73
Shanghai,PVG,Dubai,DXB,4.2,Qatar Airways,1 escala,Económica Premium,1007.05,926.49
Shanghai,PVG,Dubai,DXB,1.6,Qatar Airways,Directo,Económica,480.22,441.8
Shanghai,PVG,Dublin,DUB,2.8,Singapore Airlines,Directo,Económica,1026.22,944.12
Shanghai,PVG,Dublin,DUB,14.7,American Airlines,1 escala,Económica,735.43,676.6
Shanghai,PVG,Guadalajara,GDL,12.7,Air France,Directo,Económica,884.47,813.71
Shanghai,PVG,Guadalajara,GDL,9.0,Singapore Airlines,2 escalas,Primera Clase,1170.49,1076.85
Shanghai,PVG,Hanoi,HAN,6.3,Turkish Airlines,1 escala,Económica Premium,1433.24,1318.58
Shanghai,PVG,Hanoi,HAN,4.6,Turkish Airlines,1 escala,Económica,741.61,682.28
Shanghai,PVG,Hanoi,HAN,9.9,American Airlines,2 escalas,Económica,316.34,291.03
Shanghai,PVG,Ho Chi Minh City,SGN,13.0,Qatar Airways,2 escalas,Primera Clase,1310.84,1205.97
Shanghai,PVG,Houston,IAH,7.0,Qatar Airways,2 escalas,Económica,1013.44,932.36
Shanghai,PVG,Hyderabad,HYD,13.2,United,2 escalas,Económica,1613.24,1484.18
Shanghai,PVG,Hyderabad,HYD,7.2,Air France,Directo,Primera Clase,2487.12,2288.15
Shanghai,PVG,Jakarta,CGK,12.7,Qatar Airways,1 escala,Económica Premium,962.73,885.71
Shanghai,PVG,Jakarta,CGK,2.8,Delta,2 escalas,Económica Premium,479.73,441.35
Shanghai,PVG,Jerusalén,TLV,17.1,Qatar Airways,1 escala,Económica,532.34,489.75
Shanghai,PVG,Jerusalén,TLV,16.0,Aeroméxico,1 escala,Económica Premium,1385.36,1274.53
Shanghai,PVG,Johannesburg,JNB,7.0,United,Directo,Primera Clase,460.53,423.69
Shanghai,PVG,Johannesburg,JNB,9.2,Delta,2 escalas,Primera Clase,505.54,465.1
Shanghai,PVG,Johannesburg,JNB,15.2,Qatar Airways,1 escala,Económica Premium,105.62,97.17
Shanghai,PVG,Kuala Lumpur,KUL,1.9,United,2 escalas,Business,1387.19,1276.21
Shanghai,PVG,Kuala Lumpur,KUL,6.3,Emirates,Directo,Económica,942.0,866.64
Shanghai,PVG,Kuala Lumpur,KUL,15.8,American Airlines,1 escala,Económica,1186.08,1091.19
Shanghai,PVG,Kuala Lumpur,KUL,15.6,Aeroméxico,1 escala,Primera Clase,556.7,512.16
Shanghai,PVG,Kuala Lumpur,KUL,14.1,Lufthansa,Directo,Primera Clase,1971.92,1814.17
Shanghai,PVG,Kuala Lumpur,KUL,12.0,British Airways,Directo,Económica Premium,179.06,164.74
Shanghai,PVG,Kuwait City,KWI,13.2,Aeroméxico,2 escalas,Business,1867.22,1717.84
Shanghai,PVG,Kuwait City,KWI,11.3,Air France,Directo,Económica Premium,493.71,454.21
Shanghai,PVG,Kuwait City,KWI,5.0,United,1 escala,Business,722.71,664.89
Shanghai,PVG,Lima,LIM,14.2,Lufthansa,1 escala,Business,1876.06,1725.98
Shanghai,PVG,Lima,LIM,6.6,Aeroméxico,2 escalas,Business,2020.48,1858.84
Shanghai,PVG,Lisboa,LIS,12.8,Singapore Airlines,1 escala,Económica,83.09,76.44
Shanghai,PVG,Londres,LHR,2.0,LATAM,2 escalas,Business,1026.46,944.34
Shanghai,PVG,Londres,LHR,13.1,Air France,Directo,Primera Clase,3812.73,3507.71
Shanghai,PVG,Los Angeles,LAX,15.9,Emirates,Directo,Económica Premium,471.33,433.62
Shanghai,PVG,Los Angeles,LAX,12.2,Lufthansa,2 escalas,Primera Clase,1276.62,1174.49
Shanghai,PVG,Luxembourg,LUX,2.7,Qatar Airways,Directo,Business,683.78,629.08
Shanghai,PVG,Luxembourg,LUX,16.9,Lufthansa,2 escalas,Económica Premium,952.43,876.24
Shanghai,PVG,Luxembourg,LUX,13.2,Singapore Airlines,Directo,Económica Premium,413.38,380.31
Shanghai,PVG,Manama,BAH,5.8,Air France,Directo,Económica,106.98,98.42
Shanghai,PVG,Manila,MNL,14.3,Air France,1 escala,Business,1948.82,1792.91
Shanghai,PVG,Manila,MNL,9.6,Lufthansa,1 escala,Business,2291.54,2108.22
Shanghai,PVG,Manila,MNL,6.9,Delta,1 escala,Económica,840.25,773.03
Shanghai,PVG,Marrakech,RAK,15.1,Lufthansa,1 escala,Económica Premium,886.62,815.69
Shanghai,PVG,Medellín,MDE,3.2,Qatar Airways,Directo,Primera Clase,680.39,625.96
Shanghai,PVG,Medellín,MDE,17.0,Qatar Airways,1 escala,Business,1792.2,1648.82
Shanghai,PVG,Melbourne,MEL,2.4,United,2 escalas,Business,206.71,190.17
Shanghai,PVG,Melbourne,MEL,1.7,Lufthansa,2 escalas,Económica,633.2,582.54
Shanghai,PVG,Monaco,NCE,14.7,Aeroméxico,2 escalas,Económica Premium,1325.2,1219.18
Shanghai,PVG,Monaco,NCE,15.8,Emirates,2 escalas,Primera Clase,3777.24,3475.06
Shanghai,PVG,Monaco,NCE,9.4,Turkish Airlines,Directo,Económica Premium,325.09,299.08
Shanghai,PVG,Montreal,YUL,6.6,Aeroméxico,Directo,Económica Premium,340.93,313.66
Shanghai,PVG,Moscú,SVO,14.9,Lufthansa,2 escalas,Económica,532.81,490.19
Shanghai,PVG,Mumbai,BOM,10.4,LATAM,2 escalas,Primera Clase,1769.03,1627.51
Shanghai,PVG,Mumbai,BOM,13.9,American Airlines,Directo,Primera Clase,2472.94,2275.1
Shanghai,PVG,Mykonos,JMK,12.5,British Airways,1 escala,Primera Clase,1111.61,1022.68
Shanghai,PVG,Mykonos,JMK,10.6,Lufthansa,2 escalas,Económica Premium,1199.06,1103.14
Shanghai,PVG,Nairobi,NBO,3.8,Emirates,1 escala,Económica Premium,1411.07,1298.18
Shanghai,PVG,New Delhi,DEL,4.4,LATAM,1 escala,Business,1706.03,1569.55
Shanghai,PVG,New Delhi,DEL,9.7,Turkish Airlines,2 escalas,Business,1157.01,1064.45
Shanghai,PVG,New Delhi,DEL,6.6,American Airlines,Directo,Business,1076.93,990.78
Shanghai,PVG,Nueva York,NYC,6.0,Aeroméxico,Directo,Business,798.09,734.24
Shanghai,PVG,Nueva York,NYC,12.5,United,1 escala,Económica,142.07,130.7
Shanghai,PVG,Osaka,KIX,16.6,United,2 escalas,Económica,669.27,615.73
Shanghai,PVG,Ottawa,YOW,13.6,Emirates,2 escalas,Económica Premium,653.09,600.84
Shanghai,PVG,Ottawa,YOW,4.2,Singapore Airlines,Directo,Business,2447.16,2251.39
Shanghai,PVG,Ottawa,YOW,4.7,United,Directo,Primera Clase,3776.81,3474.67
Shanghai,PVG,Panama City,PTY,3.7,United,2 escalas,Primera Clase,98.39,90.52
Shanghai,PVG,Panama City,PTY,11.9,Lufthansa,Directo,Business,900.67,828.62
Shanghai,PVG,Panama City,PTY,17.1,American Airlines,Directo,Económica,1156.8,1064.26
Shanghai,PVG,Panama City,PTY,8.2,Singapore Airlines,1 escala,Económica Premium,958.53,881.85
Shanghai,PVG,París,CDG,17.3,Delta,Directo,Primera Clase,3029.76,2787.38
Shanghai,PVG,Perth,PER,6.8,Lufthansa,Directo,Primera Clase,355.53,327.09
Shanghai,PVG,Perth,PER,14.5,Delta,Directo,Primera Clase,3814.61,3509.44
Shanghai,PVG,Perth,PER,6.9,United,Directo,Primera Clase,800.94,736.86
Shanghai,PVG,Punta Cana,PUJ,5.2,Delta,1 escala,Económica Premium,1176.23,1082.13
Shanghai,PVG,Quito,UIO,13.5,Aeroméxico,2 escalas,Primera Clase,1284.96,1182.16
Shanghai,PVG,Riga,RIX,16.2,Lufthansa,Directo,Económica Premium,1553.36,1429.09
Shanghai,PVG,Riga,RIX,17.9,Singapore Airlines,Directo,Primera Clase,2596.78,2389.04
Shanghai,PVG,Riga,RIX,14.2,Aeroméxico,Directo,Económica Premium,1231.73,1133.19
Shanghai,PVG,Roma,FCO,5.8,Aeroméxico,2 escalas,Económica Premium,1397.76,1285.94
Shanghai,PVG,San Francisco,SFO,11.5,Lufthansa,2 escalas,Business,1340.03,1232.83
Shanghai,PVG,San Juan,SJU,5.7,Qatar Airways,2 escalas,Económica Premium,1352.14,1243.97
Shanghai,PVG,San Marino,RMI,16.1,Lufthansa,1 escala,Business,1933.07,1778.42
Shanghai,PVG,San Marino,RMI,3.0,British Airways,2 escalas,Business,606.83,558.28
Shanghai,PVG,Santiago,SCL,17.2,American Airlines,2 escalas,Primera Clase,830.73,764.27
Shanghai,PVG,Singapore,SIN,11.5,Delta,Directo,Business,323.95,298.03
Shanghai,PVG,Singapore,SIN,12.0,United,2 escalas,Económica Premium,575.73,529.67
Shanghai,PVG,Sydney,SYD,9.2,Singapore Airlines,Directo,Primera Clase,2148.46,1976.58
Shanghai,PVG,São Paulo,GRU,10.3,Emirates,2 escalas,Primera Clase,1183.59,1088.9
Shanghai,PVG,São Paulo,GRU,4.3,Singapore Airlines,1 escala,Económica Premium,1395.63,1283.98
Shanghai,PVG,Tallinn,TLL,17.3,Qatar Airways,1 escala,Económica,1495.19,1375.57
Shanghai,PVG,Tallinn,TLL,5.4,United,Directo,Primera Clase,1333.6,1226.91
Shanghai,PVG,Teherán,THR,1.8,Delta,1 escala,Económica Premium,1668.86,1535.35
Shanghai,PVG,Toronto,YYZ,3.8,Air France,1 escala,Económica Premium,1655.3,1522.88
Shanghai,PVG,Túnez,TUN,4.7,Turkish Airlines,2 escalas,Económica Premium,288.7,265.6
Shanghai,PVG,Túnez,TUN,10.1,Qatar Airways,2 escalas,Business,1238.26,1139.2
Shanghai,PVG,Valletta,MLA,11.0,Turkish Airlines,2 escalas,Primera Clase,1662.07,1529.1
Shanghai,PVG,Vancouver,YVR,9.2,Lufthansa,2 escalas,Económica,430.81,396.35
Shanghai,PVG,Vancouver,YVR,8.5,Turkish Airlines,Directo,Económica Premium,1163.75,1070.65
Shanghai,PVG,Vancouver,YVR,6.6,Aeroméxico,1 escala,Económica,152.97,140.73
Shanghai,PVG,Vancouver,YVR,8.3,American Airlines,2 escalas,Económica,444.47,408.91
Shanghai,PVG,Vilnius,VNO,13.1,LATAM,2 escalas,Business,1590.61,1463.36
Shanghai,PVG,Wellington,WLG,11.4,Air France,2 escalas,Business,635.52,584.68
Shanghai,PVG,Wellington,WLG,16.7,Qatar Airways,2 escalas,Económica,275.25,253.23
Shanghai,PVG,Wellington,WLG,4.2,British Airways,2 escalas,Primera Clase,1036.18,953.29
Shanghai,PVG,Wellington,WLG,16.7,Delta,1 escala,Económica Premium,523.37,481.5
Bangkok,BKK,Accra,ACC,14.1,United,2 escalas,Económica,136.76,125.82
Bangkok,BKK,Adís Abeba,ADD,9.7,Aeroméxico,1 escala,Primera Clase,1900.78,1748.72
Bangkok,BKK,Adís Abeba,ADD,12.3,Qatar Airways,Directo,Business,1692.95,1557.51
Bangkok,BKK,Amman,AMM,13.4,Emirates,2 escalas,Business,144.5,132.94
Bangkok,BKK,Amsterdam,AMS,17.8,American Airlines,2 escalas,Business,1719.61,1582.04
Bangkok,BKK,Anchorage,ANC,10.8,Qatar Airways,2 escalas,Business,215.63,198.38
Bangkok,BKK,Anchorage,ANC,9.9,Air France,2 escalas,Económica Premium,1466.71,1349.37
Bangkok,BKK,Anchorage,ANC,5.0,Singapore Airlines,Directo,Económica,1154.06,1061.74
Bangkok,BKK,Andorra la Vella,LEU,17.8,Turkish Airlines,2 escalas,Primera Clase,1107.28,1018.7
Bangkok,BKK,Andorra la Vella,LEU,6.4,Turkish Airlines,2 escalas,Económica,651.05,598.97
Bangkok,BKK,Andorra la Vella,LEU,16.9,Qatar Airways,1 escala,Económica,1152.76,1060.54
Bangkok,BKK,Argel,ALG,6.4,Qatar Airways,2 escalas,Económica,1916.14,1762.85
Bangkok,BKK,Argel,ALG,13.5,Singapore Airlines,1 escala,Económica,911.56,838.64
Bangkok,BKK,Auckland,AKL,5.5,Air France,1 escala,Business,535.92,493.05
Bangkok,BKK,Auckland,AKL,5.0,Singapore Airlines,2 escalas,Business,574.86,528.87
Bangkok,BKK,Auckland,AKL,7.4,British Airways,Directo,Primera Clase,1697.48,1561.68
Bangkok,BKK,Auckland,AKL,12.5,Aeroméxico,Directo,Primera Clase,609.24,560.5
Bangkok,BKK,Bagdad,BGW,10.2,Singapore Airlines,Directo,Económica,1433.25,1318.59
Bangkok,BKK,Bangalore,BLR,6.6,Emirates,1 escala,Primera Clase,1842.3,1694.92
Bangkok,BKK,Bangalore,BLR,11.2,Turkish Airlines,2 escalas,Primera Clase,1762.09,1621.12
Bangkok,BKK,Bangalore,BLR,9.7,Aeroméxico,Directo,Primera Clase,3252.73,2992.51
Bangkok,BKK,Barcelona,BCN,9.5,Qatar Airways,Directo,Primera Clase,1377.21,1267.03
Bangkok,BKK,Beirut,BEY,11.7,British Airways,2 escalas,Económica,1996.5,1836.78
Bangkok,BKK,Beirut,BEY,6.6,Singapore Airlines,Directo,Económica Premium,258.01,237.37
Bangkok,BKK,Beirut,BEY,4.0,Lufthansa,Directo,Económica,328.46,302.18
Bangkok,BKK,Bogotá,BOG,10.6,American Airlines,2 escalas,Business,1551.83,1427.68
Bangkok,BKK,Bogotá,BOG,4.9,Emirates,1 escala,Primera Clase,802.09,737.92
Bangkok,BKK,Bogotá,BOG,10.3,Delta,Directo,Business,2022.63,1860.82
Bangkok,BKK,Brisbane,BNE,3.8,British Airways,1 escala,Business,1528.02,1405.78
Bangkok,BKK,Brisbane,BNE,17.9,United,1 escala,Primera Clase,3914.93,3601.74
Bangkok,BKK,Brisbane,BNE,17.3,Singapore Airlines,2 escalas,Primera Clase,1664.75,1531.57
Bangkok,BKK,Brussels,BRU,2.7,British Airways,Directo,Business,1326.14,1220.05
Bangkok,BKK,Cairo,CAI,3.9,United,1 escala,Business,1458.39,1341.72
Bangkok,BKK,Cairo,CAI,11.6,LATAM,Directo,Business,1424.73,1310.75
Bangkok,BKK,Cairo,CAI,4.5,Lufthansa,1 escala,Primera Clase,3224.39,2966.44
Bangkok,BKK,Calgary,YYC,7.9,United,2 escalas,Económica Premium,418.15,384.7
Bangkok,BKK,Cancún,CUN,15.2,Delta,2 escalas,Primera Clase,742.46,683.06
Bangkok,BKK,Cape Town,CPT,12.3,Emirates,Directo,Business,1321.07,1215.38
Bangkok,BKK,Cape Town,CPT,11.2,United,1 escala,Business,1223.13,1125.28
Bangkok,BKK,Cape Town,CPT,12.4,British Airways,Directo,Económica,749.21,689.27
Bangkok,BKK,Caracas,CCS,6.0,Emirates,1 escala,Económica Premium,292.08,268.71
Bangkok,BKK,Caracas,CCS,3.0,United,1 escala,Business,2162.67,1989.66
Bangkok,BKK,Cartagena,CTG,6.2,Singapore Airlines,1 escala,Business,300.89,276.82
Bangkok,BKK,Cartagena,CTG,5.2,Delta,1 escala,Económica Premium,171.82,158.07
Bangkok,BKK,Casablanca,CMN,6.9,Air France,2 escalas,Business,803.44,739.16
Bangkok,BKK,Chennai,MAA,6.4,Aeroméxico,Directo,Económica Premium,699.39,643.44
Bangkok,BKK,Chennai,MAA,6.9,American Airlines,Directo,Business,996.44,916.72
Bangkok,BKK,Chicago,ORD,5.2,Air France,2 escalas,Económica Premium,481.64,443.11
Bangkok,BKK,Chicago,ORD,5.1,Aeroméxico,1 escala,Business,1416.56,1303.24
Bangkok,BKK,Doha,DOH,16.1,Aeroméxico,2 escalas,Primera Clase,498.8,458.9
Bangkok,BKK,Dubai,DXB,14.6,United,Directo,Business,1579.0,1452.68
Bangkok,BKK,Dublin,DUB,3.1,Air France,1 escala,Económica,1052.46,968.26
Bangkok,BKK,Estocolmo,ARN,11.5,Lufthansa,Directo,Primera Clase,3930.66,3616.21
Bangkok,BKK,Estocolmo,ARN,7.4,Air France,2 escalas,Económica Premium,918.62,845.13
Bangkok,BKK,Estocolmo,ARN,2.6,Turkish Airlines,1 escala,Primera Clase,2141.43,1970.12
Bangkok,BKK,Estocolmo,ARN,9.8,United,Directo,Económica,996.48,916.76
Bangkok,BKK,Ginebra,GVA,2.9,United,Directo,Primera Clase,3708.52,3411.84
Bangkok,BKK,Guadalajara,GDL,9.4,Lufthansa,Directo,Primera Clase,668.42,614.95
Bangkok,BKK,Hanoi,HAN,2.0,LATAM,2 escalas,Económica,1102.78,1014.56
Bangkok,BKK,Hanoi,HAN,16.0,Qatar Airways,2 escalas,Primera Clase,3842.46,3535.06
Bangkok,BKK,Helsinki,HEL,7.5,Turkish Airlines,1 escala,Business,2170.95,1997.27
Bangkok,BKK,Ho Chi Minh City,SGN,11.7,American Airlines,1 escala,Económica,694.82,639.23
Bangkok,BKK,Ho Chi Minh City,SGN,12.6,American Airlines,2 escalas,Económica Premium,1159.84,1067.05
Bangkok,BKK,Ho Chi Minh City,SGN,7.5,Lufthansa,2 escalas,Primera Clase,3603.98,3315.66
